Project,Class,Method,Line,Operator,Label,NumTestCovered,NumExecuteCovered,NumMutantAssertion,NumClassAssertion,TypeReturn,DIT,NOCh,VG,TLOC,NBD,Ce,Ca,I
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_17_6_8,decode,37,MathMutator,SURVIVED,1,100063,4,4,[I,1,0,1,5,1,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_17_6_8,decode,37,NullReturnValsMutator,SURVIVED,1,100063,4,4,[I,1,0,1,5,1,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,encode24,165,ConditionalsBoundaryMutator,SURVIVED,2,2654054,8,8,I,1,0,3,10,2,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,encode24,165,NegateConditionalsMutator,SURVIVED,2,2654054,8,8,I,1,0,3,10,2,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,encode24,166,MathMutator,SURVIVED,2,2449896,8,8,I,1,0,3,10,2,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,encode24,166,MathMutator,SURVIVED,2,2449896,8,8,I,1,0,3,10,2,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,encode24,166,MathMutator,SURVIVED,2,2449896,8,8,I,1,0,3,10,2,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,encode24,167,NegateConditionalsMutator,SURVIVED,2,2449896,8,8,I,1,0,3,10,2,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,encode24,168,MathMutator,SURVIVED,2,919132,8,8,I,1,0,3,10,2,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,encode24,171,PrimitiveReturnsMutator,SURVIVED,2,204158,8,8,I,1,0,3,10,2,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,encode,175,MathMutator,SURVIVED,2,204158,8,8,I,1,0,1,3,1,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,encode,175,PrimitiveReturnsMutator,SURVIVED,2,204158,8,8,I,1,0,1,3,1,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,syndrome,181,MathMutator,KILLED,2,1129031,8,8,I,1,0,3,10,2,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,syndrome,181,NegateConditionalsMutator,KILLED,2,1129031,8,8,I,1,0,3,10,2,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,syndrome,182,MathMutator,KILLED,2,2961466,8,8,I,1,0,3,10,2,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,syndrome,182,NegateConditionalsMutator,KILLED,2,2961466,8,8,I,1,0,3,10,2,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,syndrome,183,MathMutator,KILLED,2,2036593,8,8,I,1,0,3,10,2,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,syndrome,185,MathMutator,KILLED,2,924873,8,8,I,1,0,3,10,2,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,syndrome,185,MathMutator,KILLED,2,924873,8,8,I,1,0,3,10,2,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,syndrome,185,MathMutator,KILLED,2,924873,8,8,I,1,0,3,10,2,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,syndrome,188,PrimitiveReturnsMutator,SURVIVED,2,204158,8,8,I,1,0,3,10,2,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,decode,192,MathMutator,SURVIVED,2,204158,8,8,[I,1,0,1,7,1,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,decode,194,MathMutator,SURVIVED,2,204158,8,8,[I,1,0,1,7,1,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,decode,195,MathMutator,SURVIVED,2,204158,8,8,[I,1,0,1,7,1,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,decode,197,MathMutator,SURVIVED,2,204158,8,8,[I,1,0,1,7,1,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.ecc.Golay_23_12_8,decode,197,NullReturnValsMutator,SURVIVED,2,204158,8,8,[I,1,0,1,7,1,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFirFilter,ComplexNumberFirFilter,42,VoidMethodCallMutator,KILLED,4,4,5,5,V,4,0,1,8,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFirFilter,getLength,46,PrimitiveReturnsMutator,SURVIVED,1,1,2,3,I,4,0,1,3,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFirFilter,getCoefficients,50,NullReturnValsMutator,KILLED,1,1,2,3,[F,4,0,1,3,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFirFilter,getNextOutput,61,ConditionalsBoundaryMutator,KILLED,4,12000316,5,5,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,13,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFirFilter,getNextOutput,61,NegateConditionalsMutator,SURVIVED,4,12000316,5,5,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,13,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFirFilter,getNextOutput,62,MathMutator,SURVIVED,4,11500280,5,5,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,13,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFirFilter,getNextOutput,62,MathMutator,SURVIVED,4,11500280,5,5,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,13,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFirFilter,getNextOutput,63,MathMutator,SURVIVED,4,11500280,5,5,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,13,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFirFilter,getNextOutput,63,MathMutator,SURVIVED,4,11500280,5,5,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,13,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFirFilter,getNextOutput,64,MathMutator,KILLED,4,11500280,5,5,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,13,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFirFilter,getNextOutput,64,MathMutator,KILLED,4,11500280,5,5,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,13,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFirFilter,getNextOutput,64,NegateConditionalsMutator,KILLED,4,11500280,5,5,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,13,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFirFilter,getNextOutput,67,MathMutator,KILLED,4,500036,5,5,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,13,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFirFilter,getNextOutput,67,MathMutator,KILLED,4,500036,5,5,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,13,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFirFilter,getNextOutput,69,MathMutator,SURVIVED,4,500036,5,5,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,13,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFirFilter,getNextOutput,69,MathMutator,SURVIVED,4,500036,5,5,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,13,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFirFilter,getNextOutput,69,NullReturnValsMutator,KILLED,4,500036,5,5,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,13,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFrequencyTranslatingFilter,ComplexNumberFrequencyTranslatingFilter,32,MathMutator,SURVIVED,1,1,1,1,V,4,0,1,3,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberFrequencyTranslatingFilter,getNextOutput,41,NullReturnValsMutator,SURVIVED,1,40,1,1,Lorg/anhonesteffort/p25/util/Copyable,4,0,1,3,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberMovingGainControl,ComplexNumberMovingGainControl,37,VoidMethodCallMutator,KILLED,1,1,6,6,V,4,0,1,4,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberMovingGainControl,getNextOutput,47,ConditionalsBoundaryMutator,SURVIVED,1,12,6,6,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,15,3,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberMovingGainControl,getNextOutput,47,NegateConditionalsMutator,SURVIVED,1,12,6,6,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,15,3,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberMovingGainControl,getNextOutput,49,MathMutator,SURVIVED,1,3,6,6,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,15,3,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberMovingGainControl,getNextOutput,50,NegateConditionalsMutator,SURVIVED,1,9,6,6,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,15,3,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberMovingGainControl,getNextOutput,52,MathMutator,SURVIVED,1,2,6,6,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,15,3,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ComplexNumberMovingGainControl,getNextOutput,55,NullReturnValsMutator,SURVIVED,1,12,6,6,Lorg/anhonesteffort/p25/util/Copyable,4,0,3,15,3,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.ConsistentRateFilter,consume,28,VoidMethodCallMutator,SURVIVED,6,500082,12,12,V,3,3,1,3,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicResampler,107,NullReturnValsMutator,KILLED,2,2,2,2,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,5,13,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getKaiserBessel,34,MathMutator,SURVIVED,1,1,2,2,Lorg/anhonesteffort/p25/filter/ComplexNumberFirFilter,1,0,1,9,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getKaiserBessel,35,MathMutator,SURVIVED,1,1,2,2,Lorg/anhonesteffort/p25/filter/ComplexNumberFirFilter,1,0,1,9,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getKaiserBessel,35,MathMutator,SURVIVED,1,1,2,2,Lorg/anhonesteffort/p25/filter/ComplexNumberFirFilter,1,0,1,9,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getKaiserBessel,41,NullReturnValsMutator,KILLED,1,1,2,2,Lorg/anhonesteffort/p25/filter/ComplexNumberFirFilter,1,0,1,9,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicDecimate,65,ConditionalsBoundaryMutator,SURVIVED,1,1,2,7,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,3,10,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicDecimate,65,NegateConditionalsMutator,KILLED,1,1,2,7,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,3,10,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicDecimate,67,ConditionalsBoundaryMutator,KILLED,1,1,2,7,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,3,10,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicDecimate,67,MathMutator,SURVIVED,1,1,2,7,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,3,10,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicDecimate,67,NegateConditionalsMutator,KILLED,1,1,2,7,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,3,10,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicDecimate,70,MathMutator,KILLED,1,1,2,7,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,3,10,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicDecimate,71,NullReturnValsMutator,KILLED,1,1,2,7,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,3,10,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicInterpolate,79,ConditionalsBoundaryMutator,SURVIVED,1,1,2,5,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,3,10,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicInterpolate,79,NegateConditionalsMutator,KILLED,1,1,2,5,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,3,10,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicInterpolate,81,ConditionalsBoundaryMutator,KILLED,1,1,2,5,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,3,10,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicInterpolate,81,MathMutator,SURVIVED,1,1,2,5,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,3,10,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicInterpolate,81,NegateConditionalsMutator,KILLED,1,1,2,5,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,3,10,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicInterpolate,84,MathMutator,KILLED,1,1,2,5,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,3,10,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicInterpolate,85,NullReturnValsMutator,KILLED,1,1,2,5,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,3,10,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicResampler,94,ConditionalsBoundaryMutator,SURVIVED,2,2,2,2,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,5,13,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicResampler,94,ConditionalsBoundaryMutator,SURVIVED,2,2,2,2,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,5,13,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicResampler,94,MathMutator,SURVIVED,2,2,2,2,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,5,13,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicResampler,94,NegateConditionalsMutator,SURVIVED,2,2,2,2,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,5,13,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicResampler,94,NegateConditionalsMutator,KILLED,2,2,2,2,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,5,13,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicResampler,96,ConditionalsBoundaryMutator,SURVIVED,2,2,2,2,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,5,13,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicResampler,96,ConditionalsBoundaryMutator,SURVIVED,2,2,2,2,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,5,13,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicResampler,96,MathMutator,SURVIVED,2,2,2,2,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,5,13,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicResampler,96,NegateConditionalsMutator,SURVIVED,2,2,2,2,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,5,13,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterFactory,getCicResampler,96,NegateConditionalsMutator,KILLED,2,2,2,2,Lorg/anhonesteffort/p25/filter/rate/RateChangeFilter,1,0,5,13,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindowShape,100,MathMutator,SURVIVED,1,1,2,2,F,1,0,4,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindowShape,100,MathMutator,SURVIVED,1,1,2,2,F,1,0,4,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindowShape,100,MathMutator,SURVIVED,1,1,2,2,F,1,0,4,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindowShape,100,MathMutator,SURVIVED,1,1,2,2,F,1,0,4,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindowShape,100,MathMutator,SURVIVED,1,1,2,2,F,1,0,4,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindowShape,100,PrimitiveReturnsMutator,SURVIVED,1,1,2,2,F,1,0,4,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,zeroOrderBessel,111,MathMutator,SURVIVED,1,166,2,2,F,1,0,2,11,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,zeroOrderBessel,112,MathMutator,SURVIVED,1,166,2,2,F,1,0,2,11,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,zeroOrderBessel,112,MathMutator,SURVIVED,1,166,2,2,F,1,0,2,11,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,zeroOrderBessel,112,MathMutator,SURVIVED,1,166,2,2,F,1,0,2,11,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,zeroOrderBessel,112,MathMutator,SURVIVED,1,166,2,2,F,1,0,2,11,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,zeroOrderBessel,113,MathMutator,KILLED,1,166,2,2,F,1,0,2,11,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,zeroOrderBessel,114,ConditionalsBoundaryMutator,SURVIVED,1,166,2,2,F,1,0,2,11,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,zeroOrderBessel,114,MathMutator,SURVIVED,1,166,2,2,F,1,0,2,11,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,zeroOrderBessel,114,NegateConditionalsMutator,KILLED,1,166,2,2,F,1,0,2,11,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,zeroOrderBessel,116,PrimitiveReturnsMutator,SURVIVED,1,24,2,2,F,1,0,2,11,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,zeroOrderBessel,120,PrimitiveReturnsMutator,SURVIVED,1,23,2,2,F,1,0,1,3,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindow,125,MathMutator,SURVIVED,1,1,2,2,[F,1,0,3,15,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindow,125,MathMutator,SURVIVED,1,1,2,2,[F,1,0,3,15,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindow,129,ConditionalsBoundaryMutator,KILLED,1,24,2,2,[F,1,0,3,15,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindow,129,NegateConditionalsMutator,SURVIVED,1,24,2,2,[F,1,0,3,15,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindow,131,MathMutator,SURVIVED,1,23,2,2,[F,1,0,3,15,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindow,131,MathMutator,SURVIVED,1,23,2,2,[F,1,0,3,15,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindow,131,MathMutator,SURVIVED,1,23,2,2,[F,1,0,3,15,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindow,131,MathMutator,SURVIVED,1,23,2,2,[F,1,0,3,15,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindow,131,MathMutator,SURVIVED,1,23,2,2,[F,1,0,3,15,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindow,131,MathMutator,SURVIVED,1,23,2,2,[F,1,0,3,15,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindow,132,MathMutator,SURVIVED,1,23,2,2,[F,1,0,3,15,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindow,132,MathMutator,SURVIVED,1,23,2,2,[F,1,0,3,15,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindow,133,ConditionalsBoundaryMutator,KILLED,1,24,2,2,[F,1,0,3,15,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindow,133,NegateConditionalsMutator,SURVIVED,1,24,2,2,[F,1,0,3,15,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindow,134,MathMutator,SURVIVED,1,23,2,2,[F,1,0,3,15,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindow,137,NullReturnValsMutator,KILLED,1,1,2,2,[F,1,0,3,15,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,26,MathMutator,KILLED,2,2,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,27,MathMutator,SURVIVED,2,2,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,31,ConditionalsBoundaryMutator,SURVIVED,2,1000,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
