Class,Method,Line,Operator,Count,Label,NumTestCovered,NumExecuteCovered,NumMutantAssertion,NumClassAssertion,TypeReturn,DIT,NOCh,VG,TLOC,NBD,Ce,Ca,I
org.null0.x12.debatcher.Debatcher,isAtRefD9,170,NegateConditionalsMutator,1,SURVIVED,30,828,18,55,Z,1,0,9,19,4,0,0,0
org.null0.x12.debatcher.Debatcher,isAtRefD9,163,VoidMethodCallMutator,1,SURVIVED,25,43,18,55,Z,1,0,9,19,4,0,0,0
org.null0.x12.debatcher.Debatcher,isAtRefD9,164,BooleanFalseReturnValsMutator,1,SURVIVED,25,43,18,55,Z,1,0,9,19,4,0,0,0
org.null0.x12.debatcher.Debatcher,isAtRefD9,169,BooleanTrueReturnValsMutator,1,SURVIVED,30,828,18,55,Z,1,0,9,19,4,0,0,0
org.null0.x12.debatcher.Debatcher,readClaim,177,MathMutator,1,SURVIVED,30,286,18,55,V,1,0,14,40,5,0,0,0
org.null0.x12.debatcher.Debatcher,readClaim,213,MathMutator,1,KILLED,30,9990,18,55,V,1,0,14,40,5,0,0,0
org.null0.x12.debatcher.Debatcher,readClaim,182,NegateConditionalsMutator,1,SURVIVED,30,9990,18,55,V,1,0,14,40,5,0,0,0
org.null0.x12.debatcher.Debatcher,readClaim,183,NegateConditionalsMutator,1,SURVIVED,30,887,18,55,V,1,0,14,40,5,0,0,0
org.null0.x12.debatcher.Debatcher,readClaim,197,NegateConditionalsMutator,1,SURVIVED,30,9990,18,55,V,1,0,14,40,5,0,0,0
org.null0.x12.debatcher.Debatcher,readClaim,199,NegateConditionalsMutator,1,SURVIVED,30,9947,18,55,V,1,0,14,40,5,0,0,0
org.null0.x12.debatcher.Debatcher,readClaim,201,NegateConditionalsMutator,1,KILLED,30,286,18,55,V,1,0,14,40,5,0,0,0
org.null0.x12.debatcher.Debatcher,readClaim,201,NegateConditionalsMutator,2,KILLED,30,286,18,55,V,1,0,14,40,5,0,0,0
org.null0.x12.debatcher.Debatcher,readClaim,216,NegateConditionalsMutator,1,KILLED,30,9990,18,55,V,1,0,14,40,5,0,0,0
org.null0.x12.debatcher.Debatcher,readClaim,220,NegateConditionalsMutator,1,KILLED,30,9989,18,55,V,1,0,14,40,5,0,0,0
org.null0.x12.debatcher.Debatcher,readClaim,220,NegateConditionalsMutator,2,KILLED,30,9989,18,55,V,1,0,14,40,5,0,0,0
org.null0.x12.debatcher.Debatcher,readClaim,220,NegateConditionalsMutator,3,KILLED,30,9989,18,55,V,1,0,14,40,5,0,0,0
org.null0.x12.debatcher.Debatcher,readClaim,224,NegateConditionalsMutator,1,KILLED,29,285,16,55,V,1,0,14,40,5,0,0,0
org.null0.x12.debatcher.Debatcher,readClaim,228,NegateConditionalsMutator,1,KILLED,29,285,16,55,V,1,0,14,40,5,0,0,0
org.null0.x12.debatcher.Debatcher,readClaim,222,VoidMethodCallMutator,1,SURVIVED,29,285,16,55,V,1,0,14,40,5,0,0,0
org.null0.x12.debatcher.Debatcher,readFunctionGroups,252,MathMutator,1,KILLED,36,98,28,55,V,1,0,8,34,4,0,0,0
org.null0.x12.debatcher.Debatcher,readFunctionGroups,242,NegateConditionalsMutator,1,KILLED,37,183,30,55,V,1,0,8,34,4,0,0,0
org.null0.x12.debatcher.Debatcher,readFunctionGroups,243,NegateConditionalsMutator,1,KILLED,37,96,30,55,V,1,0,8,34,4,0,0,0
org.null0.x12.debatcher.Debatcher,readFunctionGroups,249,NegateConditionalsMutator,1,KILLED,36,182,28,55,V,1,0,8,34,4,0,0,0
org.null0.x12.debatcher.Debatcher,readFunctionGroups,249,NegateConditionalsMutator,2,KILLED,36,182,28,55,V,1,0,8,34,4,0,0,0
org.null0.x12.debatcher.Debatcher,readFunctionGroups,267,NegateConditionalsMutator,1,KILLED,28,90,12,55,V,1,0,8,34,4,0,0,0
org.null0.x12.debatcher.Debatcher,readFunctionGroups,272,NegateConditionalsMutator,1,KILLED,27,89,10,55,V,1,0,8,34,4,0,0,0
org.null0.x12.debatcher.Debatcher,readFunctionGroups,265,VoidMethodCallMutator,1,KILLED,34,96,24,55,V,1,0,8,34,4,0,0,0
org.null0.x12.debatcher.Debatcher,readFunctionGroups,277,VoidMethodCallMutator,1,SURVIVED,25,87,6,55,V,1,0,8,34,4,0,0,0
org.null0.x12.debatcher.Debatcher,readHeader,285,MathMutator,1,KILLED,30,546,18,55,V,1,0,3,10,3,0,0,0
org.null0.x12.debatcher.Debatcher,readHeader,286,NegateConditionalsMutator,1,KILLED,30,546,18,55,V,1,0,3,10,3,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,321,ConditionalsBoundaryMutator,1,SURVIVED,30,268,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,297,IncrementsMutator,1,SURVIVED,30,308,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,336,MathMutator,1,KILLED,30,2385,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,294,NegateConditionalsMutator,1,KILLED,30,2385,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,296,NegateConditionalsMutator,1,KILLED,30,2385,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,306,NegateConditionalsMutator,1,SURVIVED,30,308,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,309,NegateConditionalsMutator,1,SURVIVED,30,163,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,316,NegateConditionalsMutator,1,SURVIVED,30,308,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,320,NegateConditionalsMutator,1,KILLED,30,414,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,321,NegateConditionalsMutator,1,SURVIVED,30,268,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,338,NegateConditionalsMutator,1,SURVIVED,30,2385,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,300,VoidMethodCallMutator,1,SURVIVED,30,308,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,301,VoidMethodCallMutator,1,SURVIVED,30,308,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,302,VoidMethodCallMutator,1,SURVIVED,30,308,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,307,VoidMethodCallMutator,1,SURVIVED,30,145,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,308,VoidMethodCallMutator,1,SURVIVED,30,145,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,310,VoidMethodCallMutator,1,SURVIVED,30,157,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,311,VoidMethodCallMutator,1,SURVIVED,30,157,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,330,VoidMethodCallMutator,1,KILLED,30,308,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,340,VoidMethodCallMutator,1,KILLED,30,179,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readHierarchicalLevels,341,PrimitiveReturnsMutator,1,SURVIVED,30,179,18,55,I,1,0,10,48,5,0,0,0
org.null0.x12.debatcher.Debatcher,readInterchangeControls,361,MathMutator,1,SURVIVED,48,108,52,55,V,1,0,6,44,3,0,0,0
org.null0.x12.debatcher.Debatcher,readInterchangeControls,349,NegateConditionalsMutator,1,KILLED,49,134,54,55,V,1,0,6,44,3,0,0,0
org.null0.x12.debatcher.Debatcher,readInterchangeControls,353,NegateConditionalsMutator,1,KILLED,49,112,54,55,V,1,0,6,44,3,0,0,0
org.null0.x12.debatcher.Debatcher,readInterchangeControls,365,NegateConditionalsMutator,1,SURVIVED,48,108,52,55,V,1,0,6,44,3,0,0,0
org.null0.x12.debatcher.Debatcher,readInterchangeControls,387,NegateConditionalsMutator,1,KILLED,25,84,6,55,V,1,0,6,44,3,0,0,0
org.null0.x12.debatcher.Debatcher,readInterchangeControls,394,NegateConditionalsMutator,1,KILLED,23,82,2,55,V,1,0,6,44,3,0,0,0
org.null0.x12.debatcher.Debatcher,readInterchangeControls,383,VoidMethodCallMutator,1,KILLED,37,96,30,55,V,1,0,6,44,3,0,0,0
org.null0.x12.debatcher.Debatcher,readInterchangeControls,385,VoidMethodCallMutator,1,SURVIVED,25,84,6,55,V,1,0,6,44,3,0,0,0
org.null0.x12.debatcher.Debatcher,readTransactionSets,409,MathMutator,1,KILLED,34,114,24,55,V,1,0,11,47,4,0,0,0
org.null0.x12.debatcher.Debatcher,readTransactionSets,405,NegateConditionalsMutator,1,KILLED,34,114,24,55,V,1,0,11,47,4,0,0,0
org.null0.x12.debatcher.Debatcher,readTransactionSets,425,NegateConditionalsMutator,1,KILLED,33,113,22,55,V,1,0,11,47,4,0,0,0
org.null0.x12.debatcher.Debatcher,readTransactionSets,425,NegateConditionalsMutator,2,KILLED,33,113,22,55,V,1,0,11,47,4,0,0,0
org.null0.x12.debatcher.Debatcher,readTransactionSets,448,NegateConditionalsMutator,1,KILLED,31,111,18,55,V,1,0,11,47,4,0,0,0
org.null0.x12.debatcher.Debatcher,readTransactionSets,448,NegateConditionalsMutator,2,KILLED,31,111,18,55,V,1,0,11,47,4,0,0,0
org.null0.x12.debatcher.Debatcher,readTransactionSets,456,NegateConditionalsMutator,1,KILLED,29,109,14,55,V,1,0,11,47,4,0,0,0
org.null0.x12.debatcher.Debatcher,readTransactionSets,463,NegateConditionalsMutator,1,KILLED,28,108,12,55,V,1,0,11,47,4,0,0,0
org.null0.x12.debatcher.Debatcher,readTransactionSets,463,NegateConditionalsMutator,2,KILLED,28,108,12,55,V,1,0,11,47,4,0,0,0
org.null0.x12.debatcher.Debatcher,readTransactionSets,413,VoidMethodCallMutator,1,SURVIVED,34,114,24,55,V,1,0,11,47,4,0,0,0
org.null0.x12.debatcher.Debatcher,readTransactionSets,414,VoidMethodCallMutator,1,SURVIVED,34,114,24,55,V,1,0,11,47,4,0,0,0
org.null0.x12.debatcher.Debatcher,readTransactionSets,427,VoidMethodCallMutator,1,KILLED,30,108,18,55,V,1,0,11,47,4,0,0,0
org.null0.x12.debatcher.Debatcher,readTransactionSets,429,VoidMethodCallMutator,1,KILLED,30,108,18,55,V,1,0,11,47,4,0,0,0
org.null0.x12.debatcher.Debatcher,readTransactionSets,434,VoidMethodCallMutator,1,SURVIVED,30,108,18,55,V,1,0,11,47,4,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,492,MathMutator,1,SURVIVED,29,553,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,503,MathMutator,1,SURVIVED,30,288,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,503,MathMutator,2,SURVIVED,30,288,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,503,MathMutator,3,SURVIVED,30,288,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,490,NegateConditionalsMutator,1,KILLED,30,841,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,480,VoidMethodCallMutator,1,SURVIVED,30,288,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,481,VoidMethodCallMutator,1,SURVIVED,30,288,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,482,VoidMethodCallMutator,1,SURVIVED,30,288,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,483,VoidMethodCallMutator,1,SURVIVED,30,288,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,486,VoidMethodCallMutator,1,SURVIVED,30,288,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,493,VoidMethodCallMutator,1,SURVIVED,29,553,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,494,VoidMethodCallMutator,1,SURVIVED,29,553,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,497,VoidMethodCallMutator,1,SURVIVED,30,288,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,498,VoidMethodCallMutator,1,SURVIVED,30,288,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,503,VoidMethodCallMutator,1,SURVIVED,30,288,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,504,VoidMethodCallMutator,1,SURVIVED,30,288,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,505,VoidMethodCallMutator,1,SURVIVED,30,288,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,506,VoidMethodCallMutator,1,SURVIVED,30,288,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.Debatcher,writeClaim,513,VoidMethodCallMutator,1,SURVIVED,30,288,16,55,V,1,0,2,36,3,0,0,0
org.null0.x12.debatcher.DefaultValidator,equals,188,NegateConditionalsMutator,1,KILLED,46,666,48,55,Z,2,0,3,3,1,0,0,0
org.null0.x12.debatcher.DefaultValidator,equals,188,NegateConditionalsMutator,2,KILLED,46,666,48,55,Z,2,0,3,3,1,0,0,0
org.null0.x12.debatcher.DefaultValidator,equals,188,NegateConditionalsMutator,3,KILLED,46,666,48,55,Z,2,0,3,3,1,0,0,0
org.null0.x12.debatcher.DefaultValidator,equals,188,BooleanTrueReturnValsMutator,1,KILLED,46,666,48,55,Z,2,0,3,3,1,0,0,0
org.null0.x12.debatcher.DefaultValidator,isNumeric,192,NegateConditionalsMutator,1,KILLED,42,102,40,55,Z,2,0,2,3,1,0,0,0
org.null0.x12.debatcher.DefaultValidator,isNumeric,192,NegateConditionalsMutator,2,KILLED,42,102,40,55,Z,2,0,2,3,1,0,0,0
org.null0.x12.debatcher.DefaultValidator,isNumeric,192,BooleanTrueReturnValsMutator,1,KILLED,42,102,40,55,Z,2,0,2,3,1,0,0,0
org.null0.x12.debatcher.DefaultValidator,logError,201,NegateConditionalsMutator,1,SURVIVED,48,185,54,55,V,2,0,4,9,2,0,0,0
org.null0.x12.debatcher.DefaultValidator,logError,204,NegateConditionalsMutator,1,SURVIVED,2,185,4,54,V,2,0,4,9,2,0,0,0
org.null0.x12.debatcher.DefaultValidator,logError,207,NegateConditionalsMutator,1,KILLED,48,185,54,55,V,2,0,4,9,2,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,49,ConditionalsBoundaryMutator,1,SURVIVED,48,108,52,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,61,ConditionalsBoundaryMutator,1,SURVIVED,45,105,46,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,49,NegateConditionalsMutator,1,KILLED,48,108,52,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,49,NegateConditionalsMutator,2,KILLED,48,108,52,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,55,NegateConditionalsMutator,1,KILLED,46,106,48,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,61,NegateConditionalsMutator,1,KILLED,45,105,46,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,61,NegateConditionalsMutator,2,KILLED,45,105,46,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,66,NegateConditionalsMutator,1,KILLED,44,104,44,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,71,NegateConditionalsMutator,1,KILLED,43,103,42,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,76,NegateConditionalsMutator,1,KILLED,42,102,40,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,76,NegateConditionalsMutator,2,KILLED,42,102,40,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,76,NegateConditionalsMutator,3,KILLED,42,102,40,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,79,NegateConditionalsMutator,1,KILLED,41,101,38,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,86,NegateConditionalsMutator,1,KILLED,41,100,38,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,86,NegateConditionalsMutator,2,KILLED,41,100,38,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,91,NegateConditionalsMutator,1,KILLED,40,99,36,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,96,NegateConditionalsMutator,1,KILLED,39,98,34,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,101,NegateConditionalsMutator,1,KILLED,38,97,32,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,106,NegateConditionalsMutator,1,KILLED,25,84,6,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,108,NegateConditionalsMutator,1,KILLED,24,83,4,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,115,NegateConditionalsMutator,1,KILLED,49,109,54,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,120,NegateConditionalsMutator,1,KILLED,1,1,2,54,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,126,NegateConditionalsMutator,1,KILLED,36,98,28,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,131,NegateConditionalsMutator,1,KILLED,1,1,2,54,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,137,NegateConditionalsMutator,1,KILLED,35,97,26,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,137,NegateConditionalsMutator,2,KILLED,35,97,26,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,142,NegateConditionalsMutator,1,KILLED,1,1,2,54,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,147,NegateConditionalsMutator,1,KILLED,26,88,8,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,152,NegateConditionalsMutator,1,KILLED,34,114,24,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,152,NegateConditionalsMutator,2,KILLED,34,114,24,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,157,NegateConditionalsMutator,1,KILLED,1,1,2,54,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,164,NegateConditionalsMutator,1,KILLED,32,110,22,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,164,NegateConditionalsMutator,2,KILLED,32,110,22,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,165,NegateConditionalsMutator,1,KILLED,32,110,22,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,165,NegateConditionalsMutator,2,KILLED,32,110,22,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,166,NegateConditionalsMutator,1,KILLED,32,110,22,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,166,NegateConditionalsMutator,2,SURVIVED,32,110,22,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,171,NegateConditionalsMutator,1,KILLED,31,111,18,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,176,NegateConditionalsMutator,1,KILLED,30,110,16,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,50,VoidMethodCallMutator,1,KILLED,2,2,4,54,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,56,VoidMethodCallMutator,1,KILLED,1,1,2,54,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,62,VoidMethodCallMutator,1,KILLED,1,1,2,54,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,67,VoidMethodCallMutator,1,KILLED,2,3,2,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,72,VoidMethodCallMutator,1,KILLED,2,3,2,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,77,VoidMethodCallMutator,1,KILLED,1,1,2,54,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,80,VoidMethodCallMutator,1,KILLED,5,53,2,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,87,VoidMethodCallMutator,1,KILLED,1,1,2,54,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,92,VoidMethodCallMutator,1,KILLED,1,1,2,54,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,97,VoidMethodCallMutator,1,KILLED,1,1,2,54,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,102,VoidMethodCallMutator,1,KILLED,14,15,2,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,107,VoidMethodCallMutator,1,KILLED,1,1,2,54,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,109,VoidMethodCallMutator,1,KILLED,1,1,2,54,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,116,VoidMethodCallMutator,1,KILLED,1,1,2,54,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,121,VoidMethodCallMutator,1,KILLED,1,1,2,54,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,127,VoidMethodCallMutator,1,KILLED,2,3,2,55,Z,2,0,62,136,5,0,0,0
org.null0.x12.debatcher.DefaultValidator,validate,132,VoidMethodCallMutator,1,KILLED,1,1,2,54,Z,2,0,62,136,5,0,0,0
